es:plasma.exe	1742156862356
C:\Users\Eino\Downloads	1738379903296
::{ED7BA470-8E54-465E-825C-99712043E01C}	1737485700315
C:\Windows\Downloaded Program Files	1737377416290
C:\	1737362515023
